Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)","Target ignition angle from torque intervention","Oil temperature after filter","Boost pressure setpoint","Coordinated target torque on the wheel"
1166.141,2271.50,13.95,3.50,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,216.11
1166.381,2271.50,13.95,3.50,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,216.11
1166.621,2271.50,13.95,3.50,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1166.860,2264.50,13.95,3.50,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1167.101,2264.50,14.55,3.50,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1167.341,2264.50,14.55,4.01,144.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1167.583,2264.50,14.55,4.01,156.00,145.81,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1167.821,2264.50,14.55,4.01,156.00,159.94,56.25,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1168.060,2264.50,14.55,4.01,156.00,159.94,60.00,89.94,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1168.301,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,150.40,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1168.541,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1168.783,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1169.021,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1169.261,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.35,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1169.501,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1169.740,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,141.39,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1169.983,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,18.80,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1170.221,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1170.460,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.98,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1170.701,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,12.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1170.941,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1171.185,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1171.421,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1171.661,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,12.00,93.75,0.00,246.35
1171.901,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,246.35
1172.141,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,246.35
1172.383,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,246.35
1172.621,2264.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1172.861,2277.50,14.55,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1173.101,2277.50,13.85,4.01,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1173.341,2277.50,13.85,3.54,156.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1173.581,2277.50,13.85,3.54,132.00,159.94,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1173.821,2277.50,13.85,3.54,132.00,133.66,60.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1174.060,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1174.301,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,164.90,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1174.541,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1174.783,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1175.021,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1175.261,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1175.501,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1175.741,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.27,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1175.981,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,20.38,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1176.221,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1176.461,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1176.731,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,9.00,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1176.972,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1177.211,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1177.450,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.78,15.00,93.75,0.00,216.84
1177.693,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,15.00,93.75,0.00,216.84
1177.931,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.75,0.00,216.84
1178.172,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,216.84
1178.411,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,216.84
1178.651,2277.50,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1178.893,2277.00,13.85,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1179.131,2277.00,13.80,3.54,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1179.371,2277.00,13.80,2.98,132.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1179.611,2277.00,13.80,2.98,124.00,133.66,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1179.851,2277.00,13.80,2.98,124.00,122.84,51.00,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1180.093,2277.00,13.80,2.98,124.00,122.84,46.50,91.44,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1180.331,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,137.20,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1180.601,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1180.841,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,67.50,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1181.082,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1181.321,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1181.561,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1181.801,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.41,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1182.041,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,18.54,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1182.283,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1182.521,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1182.761,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,18.75,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1183.001,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1183.240,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1183.483,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1183.721,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,21.75,93.00,0.00,196.19
1183.961,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,196.19
1184.231,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,196.19
1184.472,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,196.19
1184.711,2277.00,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1184.951,2279.50,13.80,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1185.193,2279.50,13.64,2.98,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1185.431,2279.50,13.64,2.23,124.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1185.671,2279.50,13.64,2.23,108.00,122.84,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1185.911,2279.50,13.64,2.23,108.00,104.72,46.50,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1186.150,2279.50,13.64,2.23,108.00,104.72,41.25,90.55,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1186.393,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,123.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1186.631,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.56,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1186.871,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,66.75,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1187.111,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1187.351,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1187.593,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1187.831,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.33,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1188.072,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.98,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1188.311,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1188.550,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1188.793,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1189.031,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1189.270,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1189.511,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1189.751,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1189.993,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1190.231,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1190.472,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,169.64
1190.711,2279.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1190.951,2271.50,13.64,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1191.193,2271.50,13.98,2.23,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1191.431,2271.50,13.98,2.78,108.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1191.672,2271.50,13.98,2.78,128.00,104.72,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1191.911,2271.50,13.98,2.78,128.00,158.06,41.25,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1192.151,2271.50,13.98,2.78,128.00,158.06,48.00,88.35,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1192.393,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,110.40,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1192.631,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.36,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1192.873,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,67.50,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1193.111,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1193.351,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.34,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1193.591,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1193.831,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,142.19,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1194.071,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,17.90,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1194.311,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,6.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1194.551,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,0.99,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1194.791,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,23.25,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1195.031,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1195.272,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,53.25,0.39,23.25,93.00,0.00,178.49
1195.511,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.39,23.25,93.00,0.00,178.49
1195.751,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,23.25,93.00,0.00,178.49
1195.993,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,36.00,93.00,0.00,178.49
1196.230,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,36.00,93.00,0.00,178.49
1196.473,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,36.00,93.00,0.01,178.49
1196.711,2271.50,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,36.00,93.00,0.01,241.92
1196.951,6062.00,13.98,2.78,128.00,158.06,48.00,86.55,141.50,83.06,66.75,83.00,14.35,42.00,141.30,26.32,4.00,1.00,36.00,0.00,52.50,0.00,36.00,93.00,0.01,241.92
