Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)"
625.923,1885.50,13.51,0.80,72.00,73.31,34.50,65.55,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
626.164,1885.50,13.51,0.86,72.00,73.31,34.50,65.55,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
626.403,1885.50,13.51,0.86,72.00,73.31,34.50,65.55,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
626.644,1885.50,13.51,0.86,72.00,73.44,34.50,65.55,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
626.883,1885.50,13.51,0.86,72.00,73.44,33.75,65.55,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
627.123,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.50,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
627.363,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.16,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
627.603,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
627.843,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,89.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
628.083,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
628.323,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
628.564,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.32,16.57,6.00,0.99,24.00,0.00,44.25,1.17
628.803,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.57,6.00,0.99,24.00,0.00,44.25,1.17
629.043,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
629.283,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
629.523,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
629.765,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
630.003,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
630.243,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
630.483,1885.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
630.723,1884.50,13.51,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
630.964,1884.50,13.52,0.86,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
631.203,1884.50,13.52,0.76,72.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
631.443,1884.50,13.52,0.76,68.00,73.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
631.683,1884.50,13.52,0.76,68.00,68.44,33.75,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
631.923,1884.50,13.52,0.76,68.00,68.44,32.25,65.05,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
632.164,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,75.30,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
632.403,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.36,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
632.643,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
632.883,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
633.123,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
633.363,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
633.603,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.48,16.34,6.00,0.99,24.00,0.00,44.25,1.17
633.843,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.34,6.00,0.99,24.00,0.00,44.25,1.17
634.083,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,44.25,1.17
634.323,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,44.25,1.17
634.564,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,44.25,1.17
634.803,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,44.25,1.17
635.043,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,44.25,1.17
635.283,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
635.523,1884.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
635.764,1882.50,13.52,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
636.003,1882.50,13.50,0.76,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
636.244,1882.50,13.50,0.74,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
636.483,1882.50,13.50,0.74,68.00,68.44,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
636.723,1882.50,13.50,0.74,68.00,69.25,32.25,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
636.965,1882.50,13.50,0.74,68.00,69.25,33.00,64.75,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
637.203,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,71.50,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
637.443,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.56,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
637.683,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,42.00,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
637.923,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
638.163,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
638.403,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
638.643,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.54,16.41,6.00,0.99,24.00,0.00,43.50,1.17
638.883,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,0.99,24.00,0.00,43.50,1.17
639.123,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,0.99,24.00,0.00,43.50,1.17
639.363,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,0.99,24.00,0.00,43.50,1.17
639.603,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
639.843,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
640.083,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
640.323,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
640.564,1882.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
640.803,1879.50,13.50,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
641.043,1879.50,13.52,0.74,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
641.283,1879.50,13.52,0.76,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
641.523,1879.50,13.52,0.76,68.00,69.25,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
641.764,1879.50,13.52,0.76,68.00,68.78,33.00,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
642.003,1879.50,13.52,0.76,68.00,68.78,32.25,64.05,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
642.243,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,72.30,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
642.483,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,94.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
642.723,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
642.964,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
643.203,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
643.443,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
643.683,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.32,16.41,6.00,1.00,24.00,0.00,43.50,1.17
643.923,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.41,6.00,1.00,24.00,0.00,43.50,1.17
644.164,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,1.00,24.00,0.00,43.50,1.17
644.403,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,1.00,24.00,0.00,43.50,1.17
644.643,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
644.883,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
645.123,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
645.364,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
645.603,1879.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
645.843,1875.50,13.52,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
646.083,1875.50,13.51,0.76,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
646.323,1875.50,13.51,0.81,68.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
646.564,1875.50,13.51,0.81,88.00,68.78,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
646.803,1875.50,13.51,0.81,88.00,94.88,32.25,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
647.043,1875.50,13.51,0.81,88.00,94.88,31.50,63.55,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
647.283,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,71.00,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
647.523,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,93.26,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
647.764,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
648.003,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
648.243,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
648.483,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
648.723,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,117.53,16.60,6.00,0.99,24.00,0.00,43.50,1.17
648.964,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,16.60,6.00,0.99,24.00,0.00,43.50,1.17
649.203,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.99,24.00,0.00,43.50,1.17
649.443,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.99,24.00,0.00,43.50,1.17
649.683,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,24.00,0.00,43.50,1.17
649.923,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,1.17
650.164,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,1.17
650.403,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,1.17
650.643,1875.50,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
650.883,2737.00,13.51,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
651.123,2737.00,30.67,0.81,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
651.364,2737.00,30.67,16.38,88.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
651.603,2737.00,30.67,16.38,552.00,94.88,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
651.843,2737.00,30.67,16.38,552.00,558.38,31.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
652.083,2737.00,30.67,16.38,552.00,558.38,166.50,63.15,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
652.323,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,94.60,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
652.563,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
652.803,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,41.25,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
653.043,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,90.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
653.283,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
653.523,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
653.764,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,120.55,98.04,6.00,0.98,0.00,0.00,43.50,5.47
654.003,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,98.04,6.00,0.98,0.00,0.00,43.50,5.47
654.243,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.98,0.00,0.00,43.50,5.47
654.483,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.98,0.00,0.00,43.50,5.47
654.723,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,0.00,0.00,43.50,5.47
654.964,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,43.50,5.47
655.203,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,43.50,5.47
655.443,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,5.47
655.683,2737.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
655.923,3353.00,30.67,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
656.164,3353.00,31.27,16.38,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
656.403,3353.00,31.27,18.43,552.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
656.643,3353.00,31.27,18.43,748.00,558.38,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
656.883,3353.00,31.27,18.43,748.00,746.09,166.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
657.123,3353.00,31.27,18.43,748.00,746.09,184.50,92.85,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
657.365,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,583.40,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
657.603,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,92.56,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
657.843,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,42.00,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
658.083,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,91.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
658.323,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
658.563,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
658.803,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,150.64,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
659.043,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,58.93,6.00,0.99,-0.75,0.00,44.25,12.11
659.283,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.99,-0.75,0.00,44.25,12.11
659.523,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.99,-0.75,0.00,44.25,12.11
659.765,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-0.75,0.00,44.25,12.11
660.003,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,44.25,12.11
660.243,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,44.25,12.11
660.483,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.11
660.723,3353.00,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
660.963,3797.50,31.27,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
661.203,3797.50,14.56,18.43,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
661.443,3797.50,14.56,4.20,748.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
661.683,3797.50,14.56,4.20,80.00,746.09,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
661.923,3797.50,14.56,4.20,80.00,79.41,184.50,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
662.164,3797.50,14.56,4.20,80.00,79.41,24.00,120.86,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
662.403,3797.50,14.56,4.20,80.00,79.41,24.00,136.44,765.20,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
662.643,3797.50,14.56,4.20,80.00,79.41,24.00,136.44,100.90,94.76,57.75,92.00,14.23,36.50,178.32,97.91,6.00,0.94,-2.25,0.00,47.25,12.89
