Time,"Engine speed","Air mass flow","Coolant temperature","Oil temperature","Ambient temperature","Vehicle speed","Lambda actual value","Actual ignition angle","Boost pressure","Relative air filling"
47.100,5467.00,1020.00,93.06,95.00,33.50,131.65,0.99,3.00,17.65,170.25
47.250,5467.00,1020.00,93.06,95.00,33.50,131.65,0.88,3.00,17.65,170.25
47.400,5467.00,1020.00,93.06,95.00,33.50,131.65,0.88,3.75,17.65,170.25
47.550,5467.00,1020.00,93.06,95.00,33.50,131.65,0.88,3.75,17.78,170.25
47.700,5467.00,1020.00,93.06,95.00,33.50,131.65,0.88,3.75,17.78,165.75
47.850,6025.50,1020.00,93.06,95.00,33.50,131.65,0.88,3.75,17.78,165.75
48.000,6025.50,1020.00,93.06,95.00,33.50,131.65,0.88,3.75,17.78,165.75
48.150,6025.50,1020.00,91.26,95.00,33.50,131.65,0.88,3.75,17.78,165.75
48.300,6025.50,1020.00,91.26,97.00,33.50,131.65,0.88,3.75,17.78,165.75
48.450,6025.50,1020.00,91.26,97.00,33.50,131.65,0.88,3.75,17.78,165.75
48.600,6025.50,1020.00,91.26,97.00,33.50,143.51,0.88,3.75,17.78,165.75
48.780,6025.50,1020.00,91.26,97.00,33.50,143.51,2.54,3.75,17.78,165.75
48.930,6025.50,1020.00,91.26,97.00,33.50,143.51,2.54,3.75,17.78,165.75
49.080,6025.50,1020.00,91.26,97.00,33.50,143.51,2.54,3.75,7.45,165.75
49.230,6025.50,1020.00,91.26,97.00,33.50,143.51,2.54,3.75,7.45,18.00
49.380,6029.00,1020.00,91.26,97.00,33.50,143.51,2.54,3.75,7.45,18.00
49.530,6029.00,136.00,91.26,97.00,33.50,143.51,2.54,3.75,7.45,18.00
49.680,6029.00,136.00,90.96,97.00,33.50,143.51,2.54,3.75,7.45,18.00
49.830,6029.00,136.00,90.96,98.00,33.50,143.51,2.54,3.75,7.45,18.00
49.980,6029.00,136.00,90.96,98.00,33.50,143.51,2.54,3.75,7.45,18.00
50.130,6029.00,136.00,90.96,98.00,33.50,137.73,2.54,3.75,7.45,18.00
50.280,6029.00,136.00,90.96,98.00,33.50,137.73,0.89,3.75,7.45,18.00
50.430,6029.00,136.00,90.96,98.00,33.50,137.73,0.89,25.50,7.45,18.00
50.580,6029.00,136.00,90.96,98.00,33.50,137.73,0.89,25.50,2.77,18.00
50.730,6029.00,136.00,90.96,98.00,33.50,137.73,0.89,25.50,2.77,24.75
50.880,5717.00,136.00,90.96,98.00,33.50,137.73,0.89,25.50,2.77,24.75
51.030,5717.00,160.00,90.96,98.00,33.50,137.73,0.89,25.50,2.77,24.75
51.210,5717.00,160.00,91.26,98.00,33.50,137.73,0.89,25.50,2.77,24.75
51.360,5717.00,160.00,91.26,98.00,33.50,137.73,0.89,25.50,2.77,24.75
51.513,5717.00,160.00,91.26,98.00,33.50,137.73,0.89,25.50,2.77,24.75
51.660,5717.00,160.00,91.26,98.00,33.50,129.60,0.89,25.50,2.77,24.75
51.840,5717.00,160.00,91.26,98.00,33.50,129.60,16.00,25.50,2.77,24.75
51.990,5717.00,160.00,91.26,98.00,33.50,129.60,16.00,-0.75,2.77,24.75
52.140,5717.00,160.00,91.26,98.00,33.50,129.60,16.00,-0.75,2.44,24.75
52.290,5717.00,160.00,91.26,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
52.440,5306.00,160.00,91.26,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
52.620,5306.00,148.00,91.26,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
52.770,5306.00,148.00,91.46,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
52.920,5306.00,148.00,91.46,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
53.070,5306.00,148.00,91.46,98.00,33.50,129.60,16.00,-0.75,2.44,24.00
53.220,5306.00,148.00,91.46,98.00,33.50,120.27,16.00,-0.75,2.44,24.00
53.370,5306.00,148.00,91.46,98.00,33.50,120.27,16.00,-0.75,2.44,24.00
53.520,5306.00,148.00,91.46,98.00,33.50,120.27,16.00,-3.00,2.44,24.00
53.701,5306.00,148.00,91.46,98.00,33.50,120.27,16.00,-3.00,2.07,24.00
53.880,5306.00,148.00,91.46,98.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.030,4950.00,148.00,91.46,98.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.180,4950.00,120.00,91.46,98.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.330,4950.00,120.00,91.36,98.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.481,4950.00,120.00,91.36,97.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.630,4950.00,120.00,91.36,97.00,33.50,120.27,16.00,-3.00,2.07,18.75
54.780,4950.00,120.00,91.36,97.00,33.50,113.88,16.00,-3.00,2.07,18.75
54.930,4950.00,120.00,91.36,97.00,33.50,113.88,0.95,-3.00,2.07,18.75
55.080,4950.00,120.00,91.36,97.00,33.50,113.88,0.95,30.00,2.07,18.75
55.230,4950.00,120.00,91.36,97.00,33.50,113.88,0.95,30.00,4.14,18.75
55.380,4950.00,120.00,91.36,97.00,33.50,113.88,0.95,30.00,4.14,40.50
55.530,4869.50,120.00,91.36,97.00,33.50,113.88,0.95,30.00,4.14,40.50
55.680,4869.50,240.00,91.36,97.00,33.50,113.88,0.95,30.00,4.14,40.50
55.830,4869.50,240.00,91.06,97.00,33.50,113.88,0.95,30.00,4.14,40.50
55.980,4869.50,240.00,91.06,97.00,33.50,113.88,0.95,30.00,4.14,40.50
56.130,4869.50,240.00,91.06,97.00,33.50,113.88,0.95,30.00,4.14,40.50
56.280,4869.50,240.00,91.06,97.00,33.50,112.89,0.95,30.00,4.14,40.50
56.430,4869.50,240.00,91.06,97.00,33.50,112.89,1.00,30.00,4.14,40.50
56.580,4869.50,240.00,91.06,97.00,33.50,112.89,1.00,28.50,4.14,40.50
56.730,4869.50,240.00,91.06,97.00,33.50,112.89,1.00,28.50,5.08,40.50
56.880,4869.50,240.00,91.06,97.00,33.50,112.89,1.00,28.50,5.08,60.00
57.030,4906.50,240.00,91.06,97.00,33.50,112.89,1.00,28.50,5.08,60.00
57.180,4906.50,348.00,91.06,97.00,33.50,112.89,1.00,28.50,5.08,60.00
57.330,4906.50,348.00,90.76,97.00,33.50,112.89,1.00,28.50,5.08,60.00
57.480,4906.50,348.00,90.76,97.00,33.50,112.89,1.00,28.50,5.08,60.00
57.630,4906.50,348.00,90.76,97.00,34.00,112.89,1.00,28.50,5.08,60.00
57.780,4906.50,348.00,90.76,97.00,34.00,114.43,1.00,28.50,5.08,60.00
57.930,4906.50,348.00,90.76,97.00,34.00,114.43,1.00,28.50,5.08,60.00
58.080,4906.50,348.00,90.76,97.00,34.00,114.43,1.00,25.50,5.08,60.00
58.230,4906.50,348.00,90.76,97.00,34.00,114.43,1.00,25.50,5.17,60.00
58.380,4906.50,348.00,90.76,97.00,34.00,114.43,1.00,25.50,5.17,67.50
58.530,5011.00,348.00,90.76,97.00,34.00,114.43,1.00,25.50,5.17,67.50
58.680,5011.00,392.00,90.76,97.00,34.00,114.43,1.00,25.50,5.17,67.50
58.831,5011.00,392.00,90.66,97.00,34.00,114.43,1.00,25.50,5.17,67.50
59.010,5011.00,392.00,90.66,98.00,34.00,114.43,1.00,25.50,5.17,67.50
59.190,5011.00,392.00,90.66,98.00,34.00,114.43,1.00,25.50,5.17,67.50
59.340,5011.00,392.00,90.66,98.00,34.00,117.20,1.00,25.50,5.17,67.50
59.490,5011.00,392.00,90.66,98.00,34.00,117.20,0.99,25.50,5.17,67.50
59.640,5011.00,392.00,90.66,98.00,34.00,117.20,0.99,20.25,5.17,67.50
59.790,5011.00,392.00,90.66,98.00,34.00,117.20,0.99,20.25,5.33,67.50
59.940,5011.00,392.00,90.66,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.090,5147.50,392.00,90.66,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.240,5147.50,404.00,90.66,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.390,5147.50,404.00,90.56,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.540,5147.50,404.00,90.56,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.690,5147.50,404.00,90.56,98.00,34.00,117.20,0.99,20.25,5.33,68.25
60.870,5147.50,404.00,90.56,98.00,34.00,120.97,0.99,20.25,5.33,68.25
61.020,5147.50,404.00,90.56,98.00,34.00,120.97,0.98,20.25,5.33,68.25
61.170,5147.50,404.00,90.56,98.00,34.00,120.97,0.98,18.00,5.33,68.25
61.321,5147.50,404.00,90.56,98.00,34.00,120.97,0.98,18.00,6.27,68.25
61.470,5147.50,404.00,90.56,98.00,34.00,120.97,0.98,18.00,6.27,18.75
61.620,5181.00,404.00,90.56,98.00,34.00,120.97,0.98,18.00,6.27,18.75
61.770,5181.00,108.00,90.56,98.00,34.00,120.97,0.98,18.00,6.27,18.75
61.920,5181.00,108.00,90.66,98.00,34.00,120.97,0.98,18.00,6.27,18.75
62.070,5181.00,108.00,90.66,98.00,34.00,120.97,0.98,18.00,6.27,18.75
62.220,5181.00,108.00,90.66,98.00,34.00,120.97,0.98,18.00,6.27,18.75
62.370,5181.00,108.00,90.66,98.00,34.00,118.11,0.98,18.00,6.27,18.75
62.520,5181.00,108.00,90.66,98.00,34.00,118.11,9.35,18.00,6.27,18.75
62.670,5181.00,108.00,90.66,98.00,34.00,118.11,9.35,3.00,6.27,18.75
62.850,5181.00,108.00,90.66,98.00,34.00,118.11,9.35,3.00,2.06,18.75
63.000,5181.00,108.00,90.66,98.00,34.00,118.11,9.35,3.00,2.06,22.50
63.150,4999.50,108.00,90.66,98.00,34.00,118.11,9.35,3.00,2.06,22.50
63.300,4999.50,296.00,90.66,98.00,34.00,118.11,9.35,3.00,2.06,22.50
63.450,4999.50,296.00,90.76,98.00,34.00,118.11,9.35,3.00,2.06,22.50
63.600,4999.50,296.00,90.76,99.00,34.00,118.11,9.35,3.00,2.06,22.50
63.750,4999.50,296.00,90.76,99.00,34.00,118.11,9.35,3.00,2.06,22.50
63.900,4999.50,296.00,90.76,99.00,34.00,115.60,9.35,3.00,2.06,22.50
64.050,4999.50,296.00,90.76,99.00,34.00,115.60,0.99,3.00,2.06,22.50
64.200,4999.50,296.00,90.76,99.00,34.00,115.60,0.99,28.50,2.06,22.50
64.350,4999.50,296.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,22.50
64.500,4999.50,296.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
64.650,4992.00,296.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
64.800,4992.00,260.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
64.950,4992.00,260.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
65.100,4992.00,260.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
65.280,4992.00,260.00,90.76,99.00,34.00,115.60,0.99,28.50,5.84,47.25
65.430,4992.00,260.00,90.76,99.00,34.00,115.87,0.99,28.50,5.84,47.25
65.580,4992.00,260.00,90.76,99.00,34.00,115.87,1.00,28.50,5.84,47.25
65.730,4992.00,260.00,90.76,99.00,34.00,115.87,1.00,29.25,5.84,47.25
65.880,4992.00,260.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,47.25
66.030,4992.00,260.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.180,5013.50,260.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.330,5013.50,316.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.480,5013.50,316.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.630,5013.50,316.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.780,5013.50,316.00,90.76,99.00,34.00,115.87,1.00,29.25,5.52,49.50
66.930,5013.50,316.00,90.76,99.00,34.00,117.21,1.00,29.25,5.52,49.50
67.081,5013.50,316.00,90.76,99.00,34.00,117.21,0.91,29.25,5.52,49.50
67.230,5013.50,316.00,90.76,99.00,34.00,117.21,0.91,-15.00,5.52,49.50
67.380,5013.50,316.00,90.76,99.00,34.00,117.21,0.91,-15.00,4.33,49.50
67.530,5013.50,316.00,90.76,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
67.680,4871.50,316.00,90.76,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
67.860,4871.50,136.00,90.76,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
68.010,4871.50,136.00,90.86,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
68.160,4871.50,136.00,90.86,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
68.310,4871.50,136.00,90.86,99.00,34.00,117.21,0.91,-15.00,4.33,18.75
68.460,4871.50,136.00,90.86,99.00,34.00,110.77,0.91,-15.00,4.33,18.75
68.610,4871.50,136.00,90.86,99.00,34.00,110.77,16.00,-15.00,4.33,18.75
68.760,4871.50,136.00,90.86,99.00,34.00,110.77,16.00,-4.50,4.33,18.75
68.910,4871.50,136.00,90.86,99.00,34.00,110.77,16.00,-4.50,1.85,18.75
69.060,4871.50,136.00,90.86,99.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.240,4577.50,136.00,90.86,99.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.390,4577.50,124.00,90.86,99.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.540,4577.50,124.00,90.86,99.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.690,4577.50,124.00,90.86,98.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.840,4577.50,124.00,90.86,98.00,34.00,110.77,16.00,-4.50,1.85,24.00
69.991,4577.50,124.00,90.86,98.00,34.00,104.01,16.00,-4.50,1.85,24.00
70.140,4577.50,124.00,90.86,98.00,34.00,104.01,0.93,-4.50,1.85,24.00
70.290,4577.50,124.00,90.86,98.00,34.00,104.01,0.93,17.25,1.85,24.00
70.440,4577.50,124.00,90.86,98.00,34.00,104.01,0.93,17.25,1.56,24.00
70.590,4577.50,124.00,90.86,98.00,34.00,104.01,0.93,17.25,1.56,18.75
70.740,4322.00,124.00,90.86,98.00,34.00,104.01,0.93,17.25,1.56,18.75
70.890,4322.00,92.00,90.86,98.00,34.00,104.01,0.93,17.25,1.56,18.75
71.070,4322.00,92.00,90.76,98.00,34.00,104.01,0.93,17.25,1.56,18.75
71.220,4322.00,92.00,90.76,98.00,34.00,104.01,0.93,17.25,1.56,18.75
71.400,4322.00,92.00,90.76,98.00,34.00,104.01,0.93,17.25,1.56,18.75
71.550,4322.00,92.00,90.76,98.00,34.00,97.58,0.93,17.25,1.56,18.75
71.700,4322.00,92.00,90.76,98.00,34.00,97.58,8.98,17.25,1.56,18.75
71.850,4322.00,92.00,90.76,98.00,34.00,97.58,8.98,-3.00,1.56,18.75
72.000,4322.00,92.00,90.76,98.00,34.00,97.58,8.98,-3.00,1.26,18.75
72.150,4322.00,92.00,90.76,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
72.300,4072.00,92.00,90.76,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
72.450,4072.00,108.00,90.76,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
72.600,4072.00,108.00,90.56,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
72.750,4072.00,108.00,90.56,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
72.900,4072.00,108.00,90.56,98.00,34.00,97.58,8.98,-3.00,1.26,18.00
73.110,4072.00,108.00,90.56,98.00,34.00,93.64,8.98,-3.00,1.26,18.00
73.260,4072.00,108.00,90.56,98.00,34.00,93.64,0.98,-3.00,1.26,18.00
73.410,4072.00,108.00,90.56,98.00,34.00,93.64,0.98,28.50,1.26,18.00
73.560,4072.00,108.00,90.56,98.00,34.00,93.64,0.98,28.50,3.21,18.00
73.710,4072.00,108.00,90.56,98.00,34.00,93.64,0.98,28.50,3.21,33.75
73.860,4011.50,108.00,90.56,98.00,34.00,93.64,0.98,28.50,3.21,33.75
74.010,4011.50,128.00,90.56,98.00,34.00,93.64,0.98,28.50,3.21,33.75
74.160,4011.50,128.00,90.26,98.00,34.00,93.64,0.98,28.50,3.21,33.75
74.310,4011.50,128.00,90.26,98.00,34.00,93.64,0.98,28.50,3.21,33.75
74.460,4011.50,128.00,90.26,98.00,34.00,93.64,0.98,28.50,3.21,33.75
74.610,4011.50,128.00,90.26,98.00,34.00,92.20,0.98,28.50,3.21,33.75
74.760,4011.50,128.00,90.26,98.00,34.00,92.20,1.01,28.50,3.21,33.75
74.910,4011.50,128.00,90.26,98.00,34.00,92.20,1.01,13.50,3.21,33.75
75.060,4011.50,128.00,90.26,98.00,34.00,92.20,1.01,13.50,2.09,33.75
75.210,4011.50,128.00,90.26,98.00,34.00,92.20,1.01,13.50,2.09,18.75
75.360,3842.00,128.00,90.26,98.00,34.00,92.20,1.01,13.50,2.09,18.75
75.511,3842.00,80.00,90.26,98.00,34.00,92.20,1.01,13.50,2.09,18.75
75.660,3842.00,80.00,90.06,98.00,34.00,92.20,1.01,13.50,2.09,18.75
75.810,3842.00,80.00,90.06,98.00,34.00,92.20,1.01,13.50,2.09,18.75
75.960,3842.00,80.00,90.06,98.00,34.00,92.20,1.01,13.50,2.09,18.75
76.110,3842.00,80.00,90.06,98.00,34.00,86.64,1.01,13.50,2.09,18.75
76.260,3842.00,80.00,90.06,98.00,34.00,86.64,16.00,13.50,2.09,18.75
76.410,3842.00,80.00,90.06,98.00,34.00,86.64,16.00,-9.00,2.09,18.75
76.560,3842.00,80.00,90.06,98.00,34.00,86.64,16.00,-9.00,1.13,18.75
76.710,3842.00,80.00,90.06,98.00,34.00,86.64,16.00,-9.00,1.13,24.00
76.920,3547.00,80.00,90.06,98.00,34.00,86.64,16.00,-9.00,1.13,24.00
77.070,3547.00,96.00,90.06,98.00,34.00,86.64,16.00,-9.00,1.13,24.00
77.250,3547.00,96.00,89.86,98.00,34.00,86.64,16.00,-9.00,1.13,24.00
77.400,3547.00,96.00,89.86,97.00,34.00,86.64,16.00,-9.00,1.13,24.00
77.550,3547.00,96.00,89.86,97.00,34.00,86.64,16.00,-9.00,1.13,24.00
77.730,3547.00,96.00,89.86,97.00,34.00,79.71,16.00,-9.00,1.13,24.00
77.880,3547.00,96.00,89.86,97.00,34.00,79.71,16.00,-9.00,1.13,24.00
78.030,3547.00,96.00,89.86,97.00,34.00,79.71,16.00,-9.75,1.13,24.00
78.210,3547.00,96.00,89.86,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
78.360,3547.00,96.00,89.86,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
78.510,3270.50,96.00,89.86,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
78.660,3270.50,88.00,89.86,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
78.810,3270.50,88.00,89.66,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
78.960,3270.50,88.00,89.66,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
79.110,3270.50,88.00,89.66,97.00,34.00,79.71,16.00,-9.75,0.92,24.00
79.260,3270.50,88.00,89.66,97.00,34.00,73.58,16.00,-9.75,0.92,24.00
79.410,3270.50,88.00,89.66,97.00,34.00,73.58,16.00,-9.75,0.92,24.00
79.560,3270.50,88.00,89.66,97.00,34.00,73.58,16.00,-11.25,0.92,24.00
79.710,3270.50,88.00,89.66,97.00,34.00,73.58,16.00,-11.25,0.83,24.00
79.860,3270.50,88.00,89.66,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.010,3056.00,88.00,89.66,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.160,3056.00,200.00,89.66,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.310,3056.00,200.00,89.46,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.460,3056.00,200.00,89.46,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.640,3056.00,200.00,89.46,97.00,34.00,73.58,16.00,-11.25,0.83,45.00
80.790,3056.00,200.00,89.46,97.00,34.00,72.57,16.00,-11.25,0.83,45.00
80.941,3056.00,200.00,89.46,97.00,34.00,72.57,0.98,-11.25,0.83,45.00
81.090,3056.00,200.00,89.46,97.00,34.00,72.57,0.98,-13.50,0.83,45.00
81.240,3056.00,200.00,89.46,97.00,34.00,72.57,0.98,-13.50,1.99,45.00
81.390,3056.00,200.00,89.46,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
81.540,3011.00,200.00,89.46,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
81.690,3011.00,64.00,89.46,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
81.840,3011.00,64.00,89.26,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
81.990,3011.00,64.00,89.26,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
82.140,3011.00,64.00,89.26,97.00,34.00,72.57,0.98,-13.50,1.99,18.75
82.290,3011.00,64.00,89.26,97.00,34.00,67.78,0.98,-13.50,1.99,18.75
82.470,3011.00,64.00,89.26,97.00,34.00,67.78,1.00,-13.50,1.99,18.75
82.620,3011.00,64.00,89.26,97.00,34.00,67.78,1.00,30.75,1.99,18.75
82.770,3011.00,64.00,89.26,97.00,34.00,67.78,1.00,30.75,0.64,18.75
82.920,3011.00,64.00,89.26,97.00,34.00,67.78,1.00,30.75,0.64,27.00
83.070,2874.50,64.00,89.26,97.00,34.00,67.78,1.00,30.75,0.64,27.00
83.220,2874.50,116.00,89.26,97.00,34.00,67.78,1.00,30.75,0.64,27.00
83.370,2874.50,116.00,89.16,97.00,34.00,67.78,1.00,30.75,0.64,27.00
83.520,2874.50,116.00,89.16,96.00,34.00,67.78,1.00,30.75,0.64,27.00
83.670,2874.50,116.00,89.16,96.00,34.00,67.78,1.00,30.75,0.64,27.00
83.820,2874.50,116.00,89.16,96.00,34.00,66.85,1.00,30.75,0.64,27.00
83.970,2874.50,116.00,89.16,96.00,34.00,66.85,0.99,30.75,0.64,27.00
84.120,2874.50,116.00,89.16,96.00,34.00,66.85,0.99,21.00,0.64,27.00
84.270,2874.50,116.00,89.16,96.00,34.00,66.85,0.99,21.00,2.97,27.00
84.420,2874.50,116.00,89.16,96.00,34.00,66.85,0.99,21.00,2.97,56.25
84.600,2971.00,116.00,89.16,96.00,34.00,66.85,0.99,21.00,2.97,56.25
84.780,2971.00,192.00,89.16,96.00,34.00,66.85,0.99,21.00,2.97,56.25
84.930,2971.00,192.00,89.26,96.00,34.00,66.85,0.99,21.00,2.97,56.25
85.080,2971.00,192.00,89.26,96.00,34.00,66.85,0.99,21.00,2.97,56.25
85.230,2971.00,192.00,89.26,96.00,34.00,66.85,0.99,21.00,2.97,56.25
85.380,2971.00,192.00,89.26,96.00,34.00,69.82,0.99,21.00,2.97,56.25
85.530,2971.00,192.00,89.26,96.00,34.00,69.82,1.00,21.00,2.97,56.25
85.680,2971.00,192.00,89.26,96.00,34.00,69.82,1.00,16.50,2.97,56.25
85.830,2971.00,192.00,89.26,96.00,34.00,69.82,1.00,16.50,3.35,56.25
85.980,2971.00,192.00,89.26,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.130,3176.00,192.00,89.26,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.281,3176.00,328.00,89.26,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.430,3176.00,328.00,89.46,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.580,3176.00,328.00,89.46,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.730,3176.00,328.00,89.46,96.00,34.00,69.82,1.00,16.50,3.35,88.50
86.880,3176.00,328.00,89.46,96.00,34.00,77.16,1.00,16.50,3.35,88.50
87.060,3176.00,328.00,89.46,96.00,34.00,77.16,0.99,16.50,3.35,88.50
87.210,3176.00,328.00,89.46,96.00,34.00,77.16,0.99,12.00,3.35,88.50
87.361,3176.00,328.00,89.46,96.00,34.00,77.16,0.99,12.00,5.92,88.50
87.510,3176.00,328.00,89.46,96.00,34.00,77.16,0.99,12.00,5.92,89.25
87.660,3556.00,328.00,89.46,96.00,34.00,77.16,0.99,12.00,5.92,89.25
87.810,3556.00,328.00,89.46,96.00,34.00,77.16,0.99,12.00,5.92,89.25
87.960,3556.00,328.00,89.76,96.00,34.00,77.16,0.99,12.00,5.92,89.25
88.110,3556.00,328.00,89.76,97.00,34.00,77.16,0.99,12.00,5.92,89.25
88.260,3556.00,328.00,89.76,97.00,34.00,77.16,0.99,12.00,5.92,89.25
88.440,3556.00,328.00,89.76,97.00,34.00,84.92,0.99,12.00,5.92,89.25
88.590,3556.00,328.00,89.76,97.00,34.00,84.92,0.99,12.00,5.92,89.25
88.740,3556.00,328.00,89.76,97.00,34.00,84.92,0.99,16.50,5.92,89.25
88.890,3556.00,328.00,89.76,97.00,34.00,84.92,0.99,16.50,4.41,89.25
89.040,3556.00,328.00,89.76,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.190,3736.50,328.00,89.76,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.340,3736.50,84.00,89.76,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.490,3736.50,84.00,90.26,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.640,3736.50,84.00,90.26,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.790,3736.50,84.00,90.26,97.00,34.00,84.92,0.99,16.50,4.41,60.75
89.940,3736.50,84.00,90.26,97.00,34.00,85.52,0.99,16.50,4.41,60.75
90.090,3736.50,84.00,90.26,97.00,34.00,85.52,0.98,16.50,4.41,60.75
90.241,3736.50,84.00,90.26,97.00,34.00,85.52,0.98,32.25,4.41,60.75
90.390,3736.50,84.00,90.26,97.00,34.00,85.52,0.98,32.25,1.62,60.75
90.540,3736.50,84.00,90.26,97.00,34.00,85.52,0.98,32.25,1.62,32.25
90.690,3665.50,84.00,90.26,97.00,34.00,85.52,0.98,32.25,1.62,32.25
90.840,3665.50,140.00,90.26,97.00,34.00,85.52,0.98,32.25,1.62,32.25
91.020,3665.50,140.00,90.66,97.00,34.00,85.52,0.98,32.25,1.62,32.25
91.170,3665.50,140.00,90.66,97.00,34.00,85.52,0.98,32.25,1.62,32.25
91.320,3665.50,140.00,90.66,97.00,34.00,85.52,0.98,32.25,1.62,32.25
91.470,3665.50,140.00,90.66,97.00,34.00,85.03,0.98,32.25,1.62,32.25
91.620,3665.50,140.00,90.66,97.00,34.00,85.03,1.00,32.25,1.62,32.25
91.770,3665.50,140.00,90.66,97.00,34.00,85.03,1.00,30.75,1.62,32.25
91.920,3665.50,140.00,90.66,97.00,34.00,85.03,1.00,30.75,2.39,32.25
92.100,3665.50,140.00,90.66,97.00,34.00,85.03,1.00,30.75,2.39,37.50
92.280,3668.00,140.00,90.66,97.00,34.00,85.03,1.00,30.75,2.39,37.50
92.430,3668.00,160.00,90.66,97.00,34.00,85.03,1.00,30.75,2.39,37.50
92.580,3668.00,160.00,90.86,97.00,34.00,85.03,1.00,30.75,2.39,37.50
92.730,3668.00,160.00,90.86,97.00,34.00,85.03,1.00,30.75,2.39,37.50
92.880,3668.00,160.00,90.86,97.00,34.00,85.03,1.00,30.75,2.39,37.50
93.030,3668.00,160.00,90.86,97.00,34.00,85.20,1.00,30.75,2.39,37.50
93.180,3668.00,160.00,90.86,97.00,34.00,85.20,0.98,30.75,2.39,37.50
93.330,3668.00,160.00,90.86,97.00,34.00,85.20,0.98,17.25,2.39,37.50
93.480,3668.00,160.00,90.86,97.00,34.00,85.20,0.98,17.25,3.08,37.50
93.630,3668.00,160.00,90.86,97.00,34.00,85.20,0.98,17.25,3.08,43.50
93.780,2836.50,160.00,90.86,97.00,34.00,85.20,0.98,17.25,3.08,43.50
