Time,"Engine speed","Air mass flow","Coolant temperature","Oil temperature","Ambient temperature","Vehicle speed","Lambda actual value","Actual ignition angle","Boost pressure","Relative air filling"
1320.512,1541.50,24.00,91.96,92.00,27.00,94.50,0.88,-14.25,0.29,10.50
1320.662,1541.50,24.00,91.96,92.00,27.00,94.50,0.88,-14.25,0.38,10.50
1320.812,1541.50,24.00,91.96,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1320.962,3009.50,24.00,91.96,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1321.112,3009.50,64.00,91.96,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1321.262,3009.50,64.00,91.76,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1321.412,3009.50,64.00,91.76,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1321.562,3009.50,64.00,91.76,92.00,27.00,94.50,0.88,-14.25,0.38,31.50
1321.712,3009.50,64.00,91.76,92.00,27.00,91.05,0.88,-14.25,0.38,31.50
1321.862,3009.50,64.00,91.76,92.00,27.00,91.05,3.14,-14.25,0.38,31.50
1322.012,3009.50,64.00,91.76,92.00,27.00,91.05,3.14,-12.00,0.38,31.50
1322.162,3009.50,64.00,91.76,92.00,27.00,91.05,3.14,-12.00,0.74,31.50
1322.312,3009.50,64.00,91.76,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1322.462,2929.50,64.00,91.76,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1322.612,2929.50,80.00,91.76,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1322.762,2929.50,80.00,91.46,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1322.912,2929.50,80.00,91.46,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1323.062,2929.50,80.00,91.46,92.00,27.00,91.05,3.14,-12.00,0.74,23.25
1323.212,2929.50,80.00,91.46,92.00,27.00,88.11,3.14,-12.00,0.74,23.25
1323.362,2929.50,80.00,91.46,92.00,27.00,88.11,16.00,-12.00,0.74,23.25
1323.511,2929.50,80.00,91.46,92.00,27.00,88.11,16.00,-12.75,0.74,23.25
1323.662,2929.50,80.00,91.46,92.00,27.00,88.11,16.00,-12.75,0.93,23.25
1323.812,2929.50,80.00,91.46,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1323.962,2834.00,80.00,91.46,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1324.112,2834.00,72.00,91.46,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1324.262,2834.00,72.00,91.06,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1324.412,2834.00,72.00,91.06,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1324.562,2834.00,72.00,91.06,92.00,27.00,88.11,16.00,-12.75,0.93,22.50
1324.712,2834.00,72.00,91.06,92.00,27.00,84.87,16.00,-12.75,0.93,22.50
1324.862,2834.00,72.00,91.06,92.00,27.00,84.87,16.00,-12.75,0.93,22.50
1325.012,2834.00,72.00,91.06,92.00,27.00,84.87,16.00,-11.25,0.93,22.50
1325.162,2834.00,72.00,91.06,92.00,27.00,84.87,16.00,-11.25,1.00,22.50
1325.312,2834.00,72.00,91.06,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1325.462,2767.50,72.00,91.06,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1325.611,2767.50,72.00,91.06,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1325.762,2767.50,72.00,90.56,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1325.912,2767.50,72.00,90.56,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1326.092,2767.50,72.00,90.56,92.00,27.00,84.87,16.00,-11.25,1.00,18.00
1326.242,2767.50,72.00,90.56,92.00,27.00,84.28,16.00,-11.25,1.00,18.00
1326.392,2767.50,72.00,90.56,92.00,27.00,84.28,0.99,-11.25,1.00,18.00
1326.542,2767.50,72.00,90.56,92.00,27.00,84.28,0.99,7.50,1.00,18.00
1326.692,2767.50,72.00,90.56,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1326.842,2767.50,72.00,90.56,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1326.992,2777.00,72.00,90.56,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1327.142,2777.00,56.00,90.56,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1327.292,2777.00,56.00,90.26,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1327.442,2777.00,56.00,90.26,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1327.592,2777.00,56.00,90.26,92.00,27.00,84.28,0.99,7.50,1.09,18.00
1327.772,2777.00,56.00,90.26,92.00,27.00,84.33,0.99,7.50,1.09,18.00
1327.922,2777.00,56.00,90.26,92.00,27.00,84.33,1.03,7.50,1.09,18.00
1328.072,2777.00,56.00,90.26,92.00,27.00,84.33,1.03,13.50,1.09,18.00
1328.222,2777.00,56.00,90.26,92.00,27.00,84.33,1.03,13.50,0.79,18.00
1328.372,2777.00,56.00,90.26,92.00,27.00,84.33,1.03,13.50,0.79,18.00
1328.522,2765.50,56.00,90.26,92.00,27.00,84.33,1.03,13.50,0.79,18.00
1328.671,2765.50,56.00,90.26,92.00,27.00,84.33,1.03,13.50,0.79,18.00
1328.822,2765.50,56.00,90.26,92.00,27.00,84.33,1.03,13.50,0.79,18.00
1328.972,2765.50,56.00,90.26,91.00,27.00,84.33,1.03,13.50,0.79,18.00
1329.122,2765.50,56.00,90.26,91.00,27.00,84.33,1.03,13.50,0.79,18.00
1329.272,2765.50,56.00,90.26,91.00,27.00,84.28,1.03,13.50,0.79,18.00
1329.422,2765.50,56.00,90.26,91.00,27.00,84.28,1.00,13.50,0.79,18.00
1329.572,2765.50,56.00,90.26,91.00,27.00,84.28,1.00,31.50,0.79,18.00
1329.722,2765.50,56.00,90.26,91.00,27.00,84.28,1.00,31.50,0.74,18.00
1329.872,2765.50,56.00,90.26,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.022,2791.50,56.00,90.26,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.172,2791.50,104.00,90.26,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.322,2791.50,104.00,90.46,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.502,2791.50,104.00,90.46,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.651,2791.50,104.00,90.46,91.00,27.00,84.28,1.00,31.50,0.74,27.00
1330.802,2791.50,104.00,90.46,91.00,27.00,85.87,1.00,31.50,0.74,27.00
1330.952,2791.50,104.00,90.46,91.00,27.00,85.87,0.99,31.50,0.74,27.00
1331.102,2791.50,104.00,90.46,91.00,27.00,85.87,0.99,32.25,0.74,27.00
1331.252,2791.50,104.00,90.46,91.00,27.00,85.87,0.99,32.25,1.58,27.00
1331.402,2791.50,104.00,90.46,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1331.552,2869.50,104.00,90.46,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1331.702,2869.50,104.00,90.46,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1331.852,2869.50,104.00,90.96,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1332.002,2869.50,104.00,90.96,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1332.152,2869.50,104.00,90.96,91.00,27.00,85.87,0.99,32.25,1.58,31.50
1332.302,2869.50,104.00,90.96,91.00,27.00,88.26,0.99,32.25,1.58,31.50
1332.482,2869.50,104.00,90.96,91.00,27.00,88.26,1.05,32.25,1.58,31.50
1332.632,2869.50,104.00,90.96,91.00,27.00,88.26,1.05,31.50,1.58,31.50
1332.782,2869.50,104.00,90.96,91.00,27.00,88.26,1.05,31.50,1.48,31.50
1332.962,2869.50,104.00,90.96,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.112,2873.50,104.00,90.96,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.262,2873.50,60.00,90.96,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.412,2873.50,60.00,91.76,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.562,2873.50,60.00,91.76,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.712,2873.50,60.00,91.76,91.00,27.00,88.26,1.05,31.50,1.48,18.75
1333.892,2873.50,60.00,91.76,91.00,27.00,87.91,1.05,31.50,1.48,18.75
1334.041,2873.50,60.00,91.76,91.00,27.00,87.91,6.91,31.50,1.48,18.75
1334.192,2873.50,60.00,91.76,91.00,27.00,87.91,6.91,-12.75,1.48,18.75
1334.342,2873.50,60.00,91.76,91.00,27.00,87.91,6.91,-12.75,0.95,18.75
1334.492,2873.50,60.00,91.76,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1334.641,2856.00,60.00,91.76,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1334.792,2856.00,60.00,91.76,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1334.942,2856.00,60.00,92.56,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1335.092,2856.00,60.00,92.56,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1335.242,2856.00,60.00,92.56,91.00,27.00,87.91,6.91,-12.75,0.95,23.25
1335.422,2856.00,60.00,92.56,91.00,27.00,87.21,6.91,-12.75,0.95,23.25
1335.572,2856.00,60.00,92.56,91.00,27.00,87.21,0.92,-12.75,0.95,23.25
1335.722,2856.00,60.00,92.56,91.00,27.00,87.21,0.92,26.25,0.95,23.25
1335.902,2856.00,60.00,92.56,91.00,27.00,87.21,0.92,26.25,0.86,23.25
1336.052,2856.00,60.00,92.56,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.202,2883.50,60.00,92.56,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.352,2883.50,60.00,92.56,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.502,2883.50,60.00,93.16,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.652,2883.50,60.00,93.16,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.802,2883.50,60.00,93.16,91.00,27.00,87.21,0.92,26.25,0.86,18.00
1336.952,2883.50,60.00,93.16,91.00,27.00,88.30,0.92,26.25,0.86,18.00
1337.101,2883.50,60.00,93.16,91.00,27.00,88.30,0.99,26.25,0.86,18.00
1337.252,2883.50,60.00,93.16,91.00,27.00,88.30,0.99,17.25,0.86,18.00
1337.402,2883.50,60.00,93.16,91.00,27.00,88.30,0.99,17.25,0.78,18.00
1337.552,2883.50,60.00,93.16,91.00,27.00,88.30,0.99,17.25,0.78,18.00
1337.732,2907.50,60.00,93.16,91.00,27.00,88.30,0.99,17.25,0.78,18.00
1337.912,2907.50,60.00,93.16,91.00,27.00,88.30,0.99,17.25,0.78,18.00
1338.062,2907.50,60.00,93.56,91.00,27.00,88.30,0.99,17.25,0.78,18.00
1338.212,2907.50,60.00,93.56,92.00,27.00,88.30,0.99,17.25,0.78,18.00
1338.362,2907.50,60.00,93.56,92.00,27.00,88.30,0.99,17.25,0.78,18.00
1338.512,2907.50,60.00,93.56,92.00,27.00,89.73,0.99,17.25,0.78,18.00
1338.662,2907.50,60.00,93.56,92.00,27.00,89.73,1.04,17.25,0.78,18.00
1338.812,2907.50,60.00,93.56,92.00,27.00,89.73,1.04,21.00,0.78,18.00
1338.962,2907.50,60.00,93.56,92.00,27.00,89.73,1.04,21.00,0.68,18.00
1339.112,2907.50,60.00,93.56,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1339.262,2268.50,60.00,93.56,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1339.412,2268.50,48.00,93.56,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1339.562,2268.50,48.00,93.76,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1339.712,2268.50,48.00,93.76,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1339.862,2268.50,48.00,93.76,92.00,27.00,89.73,1.04,21.00,0.68,18.75
1340.012,2268.50,48.00,93.76,92.00,27.00,91.21,1.04,21.00,0.68,18.75
1340.161,2268.50,48.00,93.76,92.00,27.00,91.21,0.99,21.00,0.68,18.75
1340.312,2268.50,48.00,93.76,92.00,27.00,91.21,0.99,-15.00,0.68,18.75
1340.462,2268.50,48.00,93.76,92.00,27.00,91.21,0.99,-15.00,0.56,18.75
1340.642,2268.50,48.00,93.76,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1340.792,2280.00,48.00,93.76,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1340.942,2280.00,48.00,93.76,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1341.092,2280.00,48.00,93.96,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1341.242,2280.00,48.00,93.96,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1341.392,2280.00,48.00,93.96,92.00,27.00,91.21,0.99,-15.00,0.56,18.00
1341.572,2280.00,48.00,93.96,92.00,27.00,91.39,0.99,-15.00,0.56,18.00
1341.722,2280.00,48.00,93.96,92.00,27.00,91.39,16.00,-15.00,0.56,18.00
1341.872,2280.00,48.00,93.96,92.00,27.00,91.39,16.00,-15.75,0.56,18.00
1342.022,2280.00,48.00,93.96,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.172,2280.00,48.00,93.96,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.322,2271.50,48.00,93.96,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.472,2271.50,48.00,93.96,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.622,2271.50,48.00,94.16,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.772,2271.50,48.00,94.16,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1342.922,2271.50,48.00,94.16,92.00,27.00,91.39,16.00,-15.75,0.58,18.00
1343.072,2271.50,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.58,18.00
1343.222,2271.50,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.58,18.00
1343.372,2271.50,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.58,18.00
1343.522,2271.50,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1343.671,2271.50,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1343.822,2273.00,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1344.002,2273.00,48.00,94.16,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1344.152,2273.00,48.00,94.26,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1344.302,2273.00,48.00,94.26,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1344.452,2273.00,48.00,94.26,92.00,27.00,91.49,16.00,-15.75,0.61,18.00
1344.602,2273.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.61,18.00
1344.752,2273.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.61,18.00
1344.902,2273.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.61,18.00
1345.052,2273.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.202,2273.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.352,2293.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.502,2293.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.651,2293.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.802,2293.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1345.952,2293.00,48.00,94.26,92.00,27.00,92.00,16.00,-15.75,0.62,18.00
1346.102,2293.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.00
1346.252,2293.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.00
1346.402,2293.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.00
1346.582,2293.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.00
1346.732,2293.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1346.882,2308.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1347.032,2308.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1347.182,2308.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1347.332,2308.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1347.482,2308.00,48.00,94.26,92.00,27.00,92.70,16.00,-15.75,0.62,18.75
1347.632,2308.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1347.842,2308.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1347.992,2308.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.142,2308.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.292,2308.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.442,2332.00,48.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.592,2332.00,52.00,94.26,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.772,2332.00,52.00,94.16,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1348.922,2332.00,52.00,94.16,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1349.072,2332.00,52.00,94.16,92.00,27.00,93.65,16.00,-15.75,0.62,18.75
1349.222,2332.00,52.00,94.16,92.00,27.00,94.42,16.00,-15.75,0.62,18.75
1349.372,2332.00,52.00,94.16,92.00,27.00,94.42,16.00,-15.75,0.62,18.75
1349.522,2332.00,52.00,94.16,92.00,27.00,94.42,16.00,-15.00,0.62,18.75
1349.672,2332.00,52.00,94.16,92.00,27.00,94.42,16.00,-15.00,0.65,18.75
1349.822,2332.00,52.00,94.16,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1349.972,2351.50,52.00,94.16,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1350.152,2351.50,52.00,94.16,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1350.302,2351.50,52.00,93.96,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1350.452,2351.50,52.00,93.96,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1350.602,2351.50,52.00,93.96,92.00,27.00,94.42,16.00,-15.00,0.65,19.50
1350.752,2351.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.65,19.50
1350.902,2351.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.65,19.50
1351.052,2351.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.65,19.50
1351.202,2351.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1351.352,2351.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1351.502,2373.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1351.682,2373.50,52.00,93.96,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1351.832,2373.50,52.00,93.76,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1351.982,2373.50,52.00,93.76,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1352.132,2373.50,52.00,93.76,92.00,27.00,95.17,16.00,-15.00,0.67,19.50
1352.282,2373.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.00,0.67,19.50
1352.432,2373.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.00,0.67,19.50
1352.582,2373.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.75,0.67,19.50
1352.732,2373.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1352.882,2373.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.032,2377.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.182,2377.50,52.00,93.76,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.332,2377.50,52.00,93.66,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.482,2377.50,52.00,93.66,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.632,2377.50,52.00,93.66,92.00,27.00,96.11,16.00,-15.75,0.68,19.50
1353.782,2377.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.75,0.68,19.50
1353.932,2377.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.75,0.68,19.50
1354.112,2377.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1354.262,2377.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1354.412,2377.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1354.562,2371.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1354.712,2371.50,52.00,93.66,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1354.862,2371.50,52.00,93.46,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1355.012,2371.50,52.00,93.46,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1355.162,2371.50,52.00,93.46,92.00,27.00,95.76,16.00,-15.00,0.68,19.50
1355.312,2371.50,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1355.462,2371.50,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1355.642,2371.50,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1355.792,2371.50,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1355.942,2371.50,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.092,2352.00,52.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.242,2352.00,48.00,93.46,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.392,2352.00,48.00,93.26,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.541,2352.00,48.00,93.26,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.692,2352.00,48.00,93.26,92.00,27.00,95.39,16.00,-15.00,0.68,19.50
1356.842,2352.00,48.00,93.26,92.00,27.00,94.81,16.00,-15.00,0.68,19.50
1356.992,2352.00,48.00,93.26,92.00,27.00,94.81,0.96,-15.00,0.68,19.50
1357.142,2352.00,48.00,93.26,92.00,27.00,94.81,0.96,16.50,0.68,19.50
1357.292,2352.00,48.00,93.26,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1357.442,2352.00,48.00,93.26,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1357.592,2400.50,48.00,93.26,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1357.742,2400.50,64.00,93.26,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1357.892,2400.50,64.00,93.06,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1358.042,2400.50,64.00,93.06,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1358.192,2400.50,64.00,93.06,92.00,27.00,94.81,0.96,16.50,0.63,19.50
1358.342,2400.50,64.00,93.06,92.00,27.00,95.96,0.96,16.50,0.63,19.50
1358.492,2400.50,64.00,93.06,92.00,27.00,95.96,1.03,16.50,0.63,19.50
1358.641,2400.50,64.00,93.06,92.00,27.00,95.96,1.03,27.75,0.63,19.50
1358.792,2400.50,64.00,93.06,92.00,27.00,95.96,1.03,27.75,0.75,19.50
1358.942,2400.50,64.00,93.06,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.092,2418.00,64.00,93.06,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.242,2418.00,60.00,93.06,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.392,2418.00,60.00,92.86,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.542,2418.00,60.00,92.86,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.692,2418.00,60.00,92.86,92.00,27.00,95.96,1.03,27.75,0.75,21.00
1359.842,2418.00,60.00,92.86,92.00,27.00,97.03,1.03,27.75,0.75,21.00
1359.991,2418.00,60.00,92.86,92.00,27.00,97.03,1.07,27.75,0.75,21.00
1360.142,2418.00,60.00,92.86,92.00,27.00,97.03,1.07,27.00,0.75,21.00
1360.292,2418.00,60.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,21.00
1360.442,2418.00,60.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,17.25
1360.592,2402.00,60.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,17.25
1360.772,2402.00,44.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,17.25
1360.922,2402.00,44.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,17.25
1361.072,2402.00,44.00,92.86,92.00,27.00,97.03,1.07,27.00,0.74,17.25
1361.221,2402.00,44.00,92.86,92.00,27.50,97.03,1.07,27.00,0.74,17.25
1361.372,2402.00,44.00,92.86,92.00,27.50,97.46,1.07,27.00,0.74,17.25
1361.522,2402.00,44.00,92.86,92.00,27.50,97.46,3.40,27.00,0.74,17.25
1361.671,2402.00,44.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.74,17.25
1361.822,2402.00,44.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,17.25
1361.972,2402.00,44.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.122,2404.00,44.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.272,2404.00,56.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.422,2404.00,56.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.572,2404.00,56.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.722,2404.00,56.00,92.86,92.00,27.50,97.46,3.40,-15.00,0.66,20.25
1362.872,2404.00,56.00,92.86,92.00,27.50,95.79,3.40,-15.00,0.66,20.25
1363.022,2404.00,56.00,92.86,92.00,27.50,95.79,16.00,-15.00,0.66,20.25
1363.202,2404.00,56.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.66,20.25
1363.352,2404.00,56.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,20.25
1363.502,2404.00,56.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1363.652,2370.50,56.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1363.802,2370.50,52.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1363.952,2370.50,52.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1364.102,2370.50,52.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1364.252,2370.50,52.00,92.86,92.00,27.50,95.79,16.00,-15.75,0.68,19.50
1364.402,2370.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.75,0.68,19.50
1364.551,2370.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.75,0.68,19.50
1364.702,2370.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.00,0.68,19.50
1364.852,2370.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.002,2370.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.152,2357.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.302,2357.50,52.00,92.86,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.452,2357.50,52.00,92.96,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.602,2357.50,52.00,92.96,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
1365.752,2357.50,52.00,92.96,92.00,27.50,95.13,16.00,-15.00,0.69,19.50
